"","trt","Y_OTU_1","Y_OTU_102","Y_OTU_103","Y_OTU_104","Y_OTU_106","Y_OTU_107","Y_OTU_108","Y_OTU_11","Y_OTU_111","Y_OTU_112","Y_OTU_113","Y_OTU_117","Y_OTU_118","Y_OTU_12","Y_OTU_121","Y_OTU_122","Y_OTU_123","Y_OTU_125","Y_OTU_126","Y_OTU_128","Y_OTU_129","Y_OTU_13","Y_OTU_130","Y_OTU_132","Y_OTU_133","Y_OTU_135","Y_OTU_139","Y_OTU_14","Y_OTU_146","Y_OTU_149","Y_OTU_153","Y_OTU_155","Y_OTU_156","Y_OTU_160","Y_OTU_163","Y_OTU_165","Y_OTU_166","Y_OTU_167","Y_OTU_168","Y_OTU_17","Y_OTU_170","Y_OTU_172","Y_OTU_176","Y_OTU_178","Y_OTU_18","Y_OTU_180","Y_OTU_181","Y_OTU_182","Y_OTU_183","Y_OTU_184","Y_OTU_186","Y_OTU_187","Y_OTU_188","Y_OTU_19","Y_OTU_191","Y_OTU_193","Y_OTU_194","Y_OTU_196","Y_OTU_198","Y_OTU_199","Y_OTU_2","Y_OTU_200","Y_OTU_201","Y_OTU_205","Y_OTU_206","Y_OTU_208","Y_OTU_209","Y_OTU_21","Y_OTU_211","Y_OTU_212","Y_OTU_213","Y_OTU_215","Y_OTU_216","Y_OTU_217","Y_OTU_218","Y_OTU_22","Y_OTU_223","Y_OTU_224","Y_OTU_226","Y_OTU_228","Y_OTU_229","Y_OTU_23","Y_OTU_230","Y_OTU_232","Y_OTU_233","Y_OTU_234","Y_OTU_235","Y_OTU_237","Y_OTU_240","Y_OTU_244","Y_OTU_247","Y_OTU_248","Y_OTU_250","Y_OTU_251","Y_OTU_252","Y_OTU_255","Y_OTU_257","Y_OTU_258","Y_OTU_259","Y_OTU_26","Y_OTU_269","Y_OTU_275","Y_OTU_28","Y_OTU_281","Y_OTU_282","Y_OTU_284","Y_OTU_286","Y_OTU_288","Y_OTU_289","Y_OTU_292","Y_OTU_294","Y_OTU_295","Y_OTU_298","Y_OTU_30","Y_OTU_300","Y_OTU_301","Y_OTU_302","Y_OTU_303","Y_OTU_304","Y_OTU_307","Y_OTU_308","Y_OTU_309","Y_OTU_31","Y_OTU_311","Y_OTU_313","Y_OTU_35","Y_OTU_36","Y_OTU_37","Y_OTU_38","Y_OTU_39","Y_OTU_41","Y_OTU_42","Y_OTU_44","Y_OTU_45","Y_OTU_47","Y_OTU_48","Y_OTU_49","Y_OTU_50","Y_OTU_51","Y_OTU_54","Y_OTU_55","Y_OTU_56","Y_OTU_57","Y_OTU_58","Y_OTU_59","Y_OTU_60","Y_OTU_61","Y_OTU_68","Y_OTU_69","Y_OTU_7","Y_OTU_71","Y_OTU_75","Y_OTU_77","Y_OTU_8","Y_OTU_80","Y_OTU_83","Y_OTU_85","Y_OTU_86","Y_OTU_88","Y_OTU_9","Y_OTU_91","Y_OTU_92","Y_OTU_93","Y_OTU_94","Y_OTU_95","Y_OTU_96","Y_OTU_97","Y_OTU_98","OTU_3559","OTU_3548","OTU_3691","OTU_2715","OTU_3412","OTU_2529","OTU_870","OTU_1546","OTU_260","OTU_837","OTU_355","OTU_3609","OTU_345","OTU_1","OTU_635","OTU_17","OTU_75","OTU_45","OTU_575","OTU_59","OTU_3115","OTU_3523","OTU_6","OTU_72","OTU_2595","OTU_356","OTU_225","OTU_20","OTU_162","OTU_2323","OTU_131","OTU_353","OTU_552","OTU_3276","OTU_3286","OTU_3464","OTU_3280","OTU_3393","OTU_3","OTU_472","OTU_601","OTU_580","OTU_3394","OTU_3233","OTU_2168","OTU_3251","OTU_3496","OTU_3495","OTU_3532","OTU_3232","OTU_3395","OTU_3445","OTU_3646","OTU_3414","OTU_3487","OTU_3423","OTU_3505","OTU_3429","OTU_3430","OTU_32","OTU_3381","OTU_3367","OTU_3664","OTU_304","OTU_86","OTU_1005","OTU_3573","OTU_3492","OTU_3271","OTU_3374","OTU_3368","OTU_3435","OTU_2728","OTU_2147","OTU_326","OTU_69","OTU_3334","OTU_803","OTU_125","OTU_56","OTU_654","OTU_2057","OTU_462","OTU_2025","OTU_160","OTU_3391","OTU_841","OTU_506","OTU_1101","OTU_145","OTU_503","OTU_93","OTU_1285","OTU_899","OTU_371","OTU_63","OTU_1322","OTU_64","OTU_338","OTU_1298","OTU_3174","OTU_9","OTU_44","OTU_2100","OTU_21","OTU_179","OTU_38","OTU_1146","OTU_2296","OTU_1114","OTU_982","OTU_485","OTU_592","OTU_3204","OTU_3561","OTU_214","OTU_78","OTU_1293","OTU_460","OTU_100","OTU_3006","OTU_968","OTU_504","OTU_1614","OTU_404","OTU_933","OTU_1616","OTU_219","OTU_193","OTU_1106","OTU_1002","OTU_2012","OTU_2163","OTU_173","OTU_2485","OTU_671","OTU_1075","OTU_417","OTU_1193","OTU_70","OTU_199","OTU_3181","OTU_3241","OTU_11","OTU_609","OTU_634","OTU_556","OTU_47","OTU_433","OTU_363","OTU_55","OTU_1076","OTU_2417","OTU_1808","OTU_1861","OTU_117","OTU_3040","OTU_3148","OTU_257","OTU_149","OTU_2220","OTU_2132","OTU_139","OTU_638","OTU_1577","OTU_272","OTU_991","OTU_2018","OTU_573","OTU_3603","OTU_120","OTU_2399","OTU_906","OTU_1425","OTU_524","OTU_3477","OTU_51","OTU_1864","OTU_268","OTU_965","OTU_885","OTU_2069","OTU_708","OTU_435","OTU_490","OTU_19","OTU_176","OTU_99","OTU_2746","OTU_157","OTU_1348","OTU_690","OTU_1059","OTU_412","OTU_544","OTU_2346","OTU_683","OTU_736","OTU_543","OTU_3169","OTU_74","OTU_2079","OTU_2788","OTU_848","OTU_1717","OTU_403","OTU_508","OTU_872","OTU_547","OTU_759","OTU_1985","OTU_1519","OTU_1335","OTU_1142","OTU_939","OTU_2401","OTU_2660","OTU_237","OTU_1699","OTU_895","OTU_458","OTU_2318","OTU_128","OTU_819","OTU_536","OTU_521","OTU_439","OTU_3112","OTU_146","OTU_678","OTU_3060","OTU_2444","OTU_148","OTU_1786","OTU_2777","OTU_2908","OTU_865","OTU_282","OTU_298","OTU_1205","OTU_428","OTU_1123","OTU_2459","OTU_240","OTU_1527","OTU_791","OTU_318","OTU_1197","OTU_1802","OTU_3455","OTU_2169","OTU_416","OTU_121","OTU_1399","OTU_1321","OTU_1918","OTU_1178","OTU_620","OTU_1346","OTU_181","OTU_239","OTU_1585","OTU_124","OTU_218","OTU_71","OTU_1338","OTU_772","OTU_2242","OTU_2303","OTU_1674","OTU_782","OTU_1552","OTU_2589","OTU_1053","OTU_846","OTU_2734","OTU_37","OTU_918","OTU_350","OTU_158","OTU_194","OTU_406","OTU_750","OTU_964","OTU_337","OTU_1832","OTU_401","OTU_464","OTU_1119","OTU_444","OTU_1658","OTU_840","OTU_1149","OTU_2275","OTU_189","OTU_666","OTU_622","OTU_553","OTU_466","OTU_94","OTU_813","OTU_770","OTU_445","OTU_1084","OTU_808","OTU_278","OTU_373","OTU_114","OTU_701","OTU_778","OTU_3143","OTU_376","OTU_1228","OTU_2109","OTU_3350","OTU_480","OTU_832","OTU_66","OTU_8","OTU_1437","OTU_1422","OTU_1925","OTU_1791","OTU_558","OTU_633","OTU_1110","OTU_662","OTU_582","OTU_1530","OTU_1627","OTU_2718","OTU_91","OTU_1724","OTU_858","OTU_847","OTU_329","OTU_2701","OTU_168","OTU_2850","OTU_2393","OTU_1707","OTU_165","OTU_67","OTU_2673","OTU_836","OTU_97","OTU_1919","OTU_3153","OTU_34","OTU_1263","OTU_1028","OTU_178","OTU_2133","OTU_1807","OTU_96","OTU_969","OTU_2504","OTU_3055","OTU_3510","OTU_1762","OTU_65","OTU_3385","OTU_2898","OTU_3268","OTU_231","OTU_281","OTU_36","OTU_92","OTU_1607","OTU_3269","OTU_1923","OTU_2404","OTU_3281","OTU_878","OTU_1006","OTU_3681","OTU_3375","OTU_1302","OTU_1829","OTU_3187","OTU_1000","OTU_395","OTU_427","OTU_110","OTU_1504","OTU_479","OTU_1554","OTU_397","OTU_2229","OTU_1337","OTU_1116","OTU_105","OTU_2800","OTU_221","OTU_1993","OTU_155","OTU_698","OTU_979","OTU_186","OTU_1804","OTU_1532","OTU_1022","OTU_1364","OTU_863","OTU_2120","OTU_316","OTU_3572","OTU_2435","OTU_336","OTU_2836","OTU_550","OTU_62","OTU_1631","OTU_705","OTU_824","OTU_1492","OTU_127","OTU_98","OTU_2733","OTU_928","OTU_625","OTU_834","OTU_944","OTU_3371","OTU_3599","OTU_699","OTU_3474","OTU_646","OTU_238","OTU_118","OTU_1018","OTU_1462","OTU_132","OTU_87","OTU_585","OTU_2245","OTU_1211","OTU_152","OTU_138","OTU_905","OTU_1064","OTU_2244","OTU_610","OTU_607","OTU_2653","OTU_321","OTU_349","OTU_1632","OTU_2076","OTU_3434","OTU_452","OTU_1379","OTU_1454","OTU_583","OTU_2103","OTU_1071","OTU_712","OTU_1718","OTU_394","OTU_1934","OTU_2406","OTU_343","OTU_2476","OTU_3478","OTU_3450","OTU_434","OTU_3619","OTU_1759","OTU_5","OTU_1300","OTU_539","OTU_603","OTU_1252","OTU_1169","OTU_973","OTU_888","OTU_375","OTU_626","OTU_731","OTU_1618","OTU_875","OTU_1448","OTU_10","OTU_1055","OTU_730","OTU_810","OTU_632","OTU_393","OTU_1054","OTU_306","OTU_3695","OTU_710","OTU_941","OTU_253","OTU_1085","OTU_235","OTU_501","OTU_198","OTU_1700","OTU_50","OTU_288","OTU_985","OTU_2003","OTU_81","OTU_49","OTU_27","OTU_57","OTU_1916","OTU_1109","OTU_39","OTU_3388","OTU_1359","OTU_440","OTU_18","OTU_153","OTU_1741","OTU_1966","OTU_1242","OTU_1245","OTU_3258","OTU_1159","OTU_3346","OTU_2350","OTU_3011","OTU_339","OTU_1164","OTU_868","OTU_2325","OTU_267","OTU_571","OTU_233","OTU_980","OTU_1416","OTU_164","OTU_407","OTU_569","OTU_659","OTU_210","OTU_362","OTU_1450","OTU_789","OTU_989","OTU_461","OTU_303","OTU_1278","OTU_1997","OTU_1400","OTU_685","OTU_1212","OTU_1240","OTU_252","OTU_1270","OTU_1088","OTU_1139","OTU_421","OTU_739","OTU_1476","OTU_3408","OTU_2575","OTU_2409","OTU_1489","OTU_1230","OTU_367","OTU_423","OTU_766","OTU_752","OTU_988","OTU_2724","OTU_1883","OTU_1336","OTU_1148","OTU_2616","OTU_1890","OTU_381","OTU_1739","OTU_2821","OTU_359","OTU_1091","OTU_446","OTU_80","OTU_327","OTU_734","OTU_716","OTU_854","OTU_1281","OTU_972","OTU_3383","OTU_525","OTU_287","OTU_994","OTU_2316","OTU_1385","OTU_1570","OTU_313","OTU_85","OTU_3512","OTU_779","OTU_2748","OTU_180","OTU_258","OTU_2390","OTU_1957","OTU_3359","OTU_653","OTU_486","OTU_881","OTU_232","OTU_1325","OTU_1629","OTU_669","OTU_42","OTU_1490","OTU_1667","OTU_1899","OTU_751","OTU_3267","OTU_250","OTU_1484","OTU_2450","OTU_82","OTU_247","OTU_1961","OTU_2298","OTU_3237","OTU_596","OTU_386","OTU_335","OTU_1708","OTU_512","OTU_1237","OTU_774","OTU_12","OTU_1451","OTU_286","OTU_904","OTU_382","OTU_1243","OTU_608","OTU_3061","OTU_532","OTU_383","OTU_958","OTU_1070","OTU_743","OTU_487","OTU_166","OTU_1656","OTU_474","OTU_1082","OTU_1080","OTU_28","OTU_711","OTU_285","OTU_717","OTU_151","OTU_7","OTU_15","OTU_61","OTU_1657","OTU_1144","OTU_502","OTU_60","OTU_1275","OTU_3266","OTU_368","OTU_249","OTU_122","OTU_1331","OTU_1515","OTU_1214","OTU_411","OTU_126","OTU_277","OTU_509","OTU_577","OTU_990","OTU_1035","OTU_1654","OTU_409","OTU_3041","OTU_612","OTU_820","OTU_3525","OTU_1743","OTU_3333","OTU_26","OTU_725","OTU_1907","OTU_2961","OTU_156","OTU_43","OTU_1438","OTU_3096","OTU_324","OTU_48","OTU_3304","OTU_3128","OTU_1702","OTU_3302","OTU_3509","OTU_3158","OTU_3341","OTU_300","OTU_2248","OTU_402","OTU_29","OTU_40","OTU_1753","OTU_392","OTU_88","OTU_1831","OTU_200","OTU_2172","OTU_25","OTU_31","OTU_314","OTU_302","OTU_1421","OTU_1277","OTU_1793","OTU_90","OTU_256","OTU_3471","OTU_3653","OTU_130","OTU_107","OTU_3228","OTU_783","OTU_3245","OTU_2411","OTU_52","OTU_351","OTU_2415","OTU_1060","OTU_1154","OTU_3613","OTU_510","OTU_2704","OTU_3688","OTU_187","OTU_1198","OTU_1477","OTU_3588","OTU_591","OTU_1236","OTU_3426","OTU_276","OTU_1365","OTU_3425","OTU_3370","OTU_1004","OTU_293","OTU_3436","OTU_3282","OTU_457","OTU_23","OTU_14","OTU_2676","OTU_1368","OTU_3447","OTU_13","OTU_1866","OTU_3461","OTU_442","OTU_16","OTU_786","OTU_22","OTU_3440","OTU_172","OTU_1011","OTU_3576","OTU_2870","OTU_3608","OTU_800","OTU_1744","OTU_1987","OTU_3225","OTU_798"
"X1000","Bagged","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","190","270","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","28","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","391","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"X10C2","Caged","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","206","231","6","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","8","0","0","0","7","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","3","0","0","0","3","0","0","1","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","29","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","3","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86","0","2","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","1","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","3","0","0","0","1","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","9","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","3","0","0","0","1","0","0","1","0","0","5","0","1","0","0","0","0","0","0","1","0","0"
"X220","Caged","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","187","0","0","0","1","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","1","4","0","108","123","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","15","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0"
