Bagged	Y_OTU_112	Y_OTU_117	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_12	0.156486	0.548655
Bagged	Y_OTU_112	Y_OTU_122	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_124	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_126	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_127	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_13	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_130	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_131	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_136	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_137	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_138	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_142	-0.0511251	0.845499
Bagged	Y_OTU_112	Y_OTU_144	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_145	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_146	-0.287814	0.262625
Bagged	Y_OTU_112	Y_OTU_153	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_154	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_156	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_158	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_159	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_160	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_163	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_175	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_178	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_179	0.576222	0.0154785
Bagged	Y_OTU_112	Y_OTU_183	0.537061	0.0262131
Bagged	Y_OTU_112	Y_OTU_184	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_185	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_186	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_192	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_194	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_203	0.153281	0.556973
Bagged	Y_OTU_112	Y_OTU_204	-0.137132	0.599698
Bagged	Y_OTU_112	Y_OTU_207	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_212	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_215	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_220	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_230	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_233	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_24	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_248	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_253	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_258	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_26	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_265	-0.221181	0.393589
Bagged	Y_OTU_112	Y_OTU_267	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_269	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_275	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_276	-0.221181	0.393589
Bagged	Y_OTU_112	Y_OTU_279	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_282	-0.129333	0.620796
Bagged	Y_OTU_112	Y_OTU_283	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_285	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_287	0.506561	0.037982
Bagged	Y_OTU_112	Y_OTU_288	-0.137284	0.59929
Bagged	Y_OTU_112	Y_OTU_29	-0.1583	0.54397
Bagged	Y_OTU_112	Y_OTU_295	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_30	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_301	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_303	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_31	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_310	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_311	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_312	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_317	1	0
Bagged	Y_OTU_112	Y_OTU_32	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_320	-0.115085	0.660061
Bagged	Y_OTU_112	Y_OTU_321	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_33	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_334	0	1
Bagged	Y_OTU_112	Y_OTU_338	-0.115085	0.660061
Bagged	Y_OTU_112	Y_OTU_34	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_340	-0.137743	0.598058
Bagged	Y_OTU_112	Y_OTU_341	-0.137132	0.599698
Bagged	Y_OTU_112	Y_OTU_344	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_345	0.154616	0.5535
Bagged	Y_OTU_112	Y_OTU_346	-0.0911086	0.728019
Bagged	Y_OTU_112	Y_OTU_35	-0.0625	0.81165
Bagged	Y_OTU_112	Y_OTU_350	0.460338	0.0629654
Bagged	Y_OTU_112	Y_OTU_351	-0.115085	0.660061
