repseq	OTUS	domain	phylum	class	order	family	genus
191|672	OTU_1044	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
191|675	OTU_1043	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter
191|684	OTU_3630	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
191|69	OTU_200	acteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
191|814	OTU_1040	acteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	Family VIII	GpVIII
191|866	OTU_3340	acteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
191|899	OTU_1051	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	Vampirovibrio
191|90	OTU_1038	acteria	acteroidetes	acteroidia	acteroidales	Porphyromonadaceae	Macellibacteroides
191|908	OTU_3341	acteria	acteroidetes	acteroidia	acteroidales	unclassified_acteroidales	unclassified_acteroidales
191|93	OTU_1	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
191|935	OTU_1042	acteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	lautia
191|943	OTU_1055	acteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
191|956	OTU_1039	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	unclassified_Cryomorphaceae
191|993	OTU_1047	acteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
194|124	OTU_1056	acteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
194|129	OTU_3342	acteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
194|150	OTU_1057	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
199|1038	OTU_1075	acteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	unclassified_Methylococcaceae
199|1065	OTU_1079	acteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria
199|1118	OTU_201	acteria	Verrucomicrobia	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Subdivision3_genera_incertae_sedis
199|1223	OTU_1085	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|1249	OTU_1072	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Comamonadaceae	Rhodoferax
199|1341	OTU_3344	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
199|1383	OTU_1064	acteria	Acidobacteria	Acidobacteria_Gp2	unclassified_Acidobacteria_Gp2	unclassified_Acidobacteria_Gp2	Gp2
199|1445	OTU_1076	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Taibaiella
199|1467	OTU_3343	acteria	acteroidetes	acteroidia	acteroidales	Porphyromonadaceae	unclassified_Porphyromonadaceae
199|1480	OTU_1091	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|1490	OTU_1062	acteria	acteroidetes	acteroidia	acteroidales	unclassified_acteroidales	unclassified_acteroidales
199|1495	OTU_1061	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
199|1537	OTU_1077	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Cystobacter
199|1550	OTU_1067	acteria	Firmicutes	acilli	acillales	Planococcaceae	unclassified_Planococcaceae
199|1551	OTU_1066	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
199|1555	OTU_1065	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
199|156	OTU_1086	acteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	revundimonas
199|1563	OTU_1058	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
199|1566	OTU_1059	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|1607	OTU_1087	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Comamonadaceae	unclassified_Comamonadaceae
199|1635	OTU_1080	acteria	acteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	unclassified_Cyclobacteriaceae
199|1637	OTU_1073	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania
199|1679	OTU_1081	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata
199|1685	OTU_1089	acteria	Firmicutes	acilli	acillales	Paenibacillaceae 2	Ammoniphilus
199|1711	OTU_1093	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified_Sphingobacteriales	unclassified_Sphingobacteriales
199|186	OTU_1092	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea
199|524	OTU_1060	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|539	OTU_1069	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|605	OTU_203	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiaceae	Polynucleobacter
199|612	OTU_1082	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
199|709	OTU_1084	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
199|720	OTU_1083	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia
199|744	OTU_205	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|776	OTU_1090	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
199|785	OTU_1063	acteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
199|792	OTU_3636	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
199|800	OTU_1078	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Comamonadaceae	unclassified_Comamonadaceae
199|814	OTU_1074	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
199|825	OTU_1068	acteria	Chloroflexi	Chloroflexia	Kallotenuales	Kallotenuaceae	Kallotenue
199|836	OTU_1070	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Larkinella
199|837	OTU_1071	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
199|860	OTU_202	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
199|9	OTU_204	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium
199|947	OTU_1088	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae
202|107	OTU_1119	acteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
202|109	OTU_3591	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
202|134	OTU_1122	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
202|135	OTU_1123	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
202|248	OTU_3589	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|279	OTU_1112	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiaceae	Polynucleobacter
202|283	OTU_1108	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|284	OTU_1110	acteria	Acidobacteria	Acidobacteria_Gp16	unclassified_Acidobacteria_Gp16	unclassified_Acidobacteria_Gp16	Gp16
202|288	OTU_1098	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	unclassified_Intrasporangiaceae
202|289	OTU_3345	acteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella
202|29	OTU_1094	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
202|292	OTU_1116	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|31	OTU_1114	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
202|316	OTU_1121	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
202|330	OTU_1107	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|341	OTU_3599	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|344	OTU_1101	acteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi
202|345	OTU_1100	acteria	Proteobacteria	etaproteobacteria	Rhodocyclales	Rhodocyclaceae	Ferribacterium
202|392	OTU_1118	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes
202|408	OTU_206	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|427	OTU_1125	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|431	OTU_1113	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
202|460	OTU_1104	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_Sphingomonadaceae
202|464	OTU_1103	acteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
202|485	OTU_1115	acteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
202|508	OTU_3346	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|544	OTU_1106	acteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
202|545	OTU_1105	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Stakelama
202|556	OTU_207	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
202|56	OTU_1099	acteria	Acidobacteria	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	Aridibacter
202|603	OTU_1109	acteria	Chlamydiae	Chlamydiia	Chlamydiales	unclassified_Chlamydiales	unclassified_Chlamydiales
202|628	OTU_1117	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|630	OTU_1096	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Segetibacter
202|634	OTU_1095	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
202|66	OTU_1111	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified_Acetobacteraceae
202|69	OTU_3646	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
202|709	OTU_1124	acteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera
202|730	OTU_1097	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
202|784	OTU_1102	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
202|94	OTU_1120	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified_Acetobacteraceae
205|11	OTU_1127	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	unclassified_Chitinophagaceae
205|12	OTU_1126	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	unclassified_Cryomorphaceae
205|15	OTU_1128	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
205|163	OTU_1132	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
205|195	OTU_1129	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
205|31	OTU_1130	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
205|32	OTU_1131	acteria	Proteobacteria	etaproteobacteria	Neisseriales	Neisseriaceae	unclassified_Neisseriaceae
205|44	OTU_1134	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	unclassified_Planctomycetaceae
205|53	OTU_1133	acteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	unclassified_Alphaproteobacteria_incertae_sedis	Rhizomicrobium
205|74	OTU_1135	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
206|131	OTU_1137	acteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
206|177	OTU_3347	acteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	unclassified_Veillonellaceae
206|187	OTU_209	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
206|219	OTU_1136	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
206|394	OTU_208	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
206|56	OTU_1138	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Pseudokineococcus
211|10	OTU_1142	acteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus
211|100	OTU_1148	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
211|101	OTU_1147	acteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio
211|113	OTU_1146	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
211|120	OTU_210	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Aquisphaera
211|128	OTU_1140	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
211|13	OTU_1141	acteria	Actinobacteria	Actinobacteria	Actinomycetales	revibacteriaceae	revibacterium
211|6	OTU_1145	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	dellovibrio
211|72	OTU_1143	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Empedobacter
211|75	OTU_1144	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
211|83	OTU_3601	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
211|87	OTU_1149	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
211|91	OTU_1139	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified_Moraxellaceae
213|1067	OTU_1161	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified_Nocardioidaceae
213|1108	OTU_1154	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
213|1151	OTU_3349	acteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma
213|1180	OTU_20	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
213|12	OTU_1159	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
213|1280	OTU_211	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Singulisphaera
213|1455	OTU_3350	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
213|1516	OTU_1163	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Comamonadaceae	Kinneretia
213|170	OTU_1157	acteria	Actinobacteria	Actinobacteria	Solirubrobacterales	unclassified_Solirubrobacterales	unclassified_Solirubrobacterales
213|1758	OTU_1150	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
213|1764	OTU_212	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
213|1961	OTU_3575	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
213|1973	OTU_1156	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiales_incertae_sedis	Leptothrix
213|1987	OTU_1158	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
213|2401	OTU_1155	acteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
213|2448	OTU_1153	acteria	Proteobacteria	etaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea
213|2496	OTU_1160	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
213|3	OTU_3348	acteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma
213|460	OTU_1152	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
213|463	OTU_1151	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
213|943	OTU_1162	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
216|1061	OTU_1168	acteria	Proteobacteria	etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria
216|1067	OTU_1167	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter
216|1084	OTU_1184	acteria	Proteobacteria	etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria
216|12	OTU_1165	acteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
216|13	OTU_1164	acteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans
216|133	OTU_1173	acteria	acteroidetes	acteroidia	acteroidales	Porphyromonadaceae	Petrimonas
216|139	OTU_1171	acteria	candidate division WPS-1	unclassified_candidate division WPS-1	unclassified_candidate division WPS-1	unclassified_candidate division WPS-1	WPS-1_genera_incertae_sedis
216|18	OTU_1166	acteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto
216|240	OTU_1177	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified_Acetobacteraceae
216|247	OTU_1178	acteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
216|33	OTU_1187	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma
216|364	OTU_1176	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Alcaligenaceae	Castellaniella
216|368	OTU_1175	acteria	Proteobacteria	Gammaproteobacteria	Chromatiales	unclassified_Chromatiales	unclassified_Chromatiales
216|431	OTU_1186	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
216|459	OTU_1169	acteria	Acidobacteria	Acidobacteria_Gp10	unclassified_Acidobacteria_Gp10	unclassified_Acidobacteria_Gp10	Gp10
216|465	OTU_214	acteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
216|47	OTU_213	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Aquisphaera
216|477	OTU_3352	acteria	acteroidetes	acteroidia	acteroidales	Porphyromonadaceae	unclassified_Porphyromonadaceae
216|566	OTU_1179	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiales_incertae_sedis	unclassified_urkholderiales_incertae_sedis
216|586	OTU_1182	acteria	acteroidetes	acteroidia	acteroidales	Prevotellaceae	Prevotella
216|60	OTU_3682	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
216|611	OTU_3351	acteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus
216|617	OTU_1183	acteria	Proteobacteria	etaproteobacteria	urkholderiales	unclassified_urkholderiales	unclassified_urkholderiales
216|751	OTU_1185	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter
216|765	OTU_1180	acteria	Firmicutes	acilli	Lactobacillales	Carnobacteriaceae	Desemzia
216|818	OTU_1181	acteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Meiothermus
216|83	OTU_1172	acteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae 2	Desulfotomaculum
216|837	OTU_1190	acteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
216|869	OTU_1189	acteria	Acidobacteria	Acidobacteria_Gp1	unclassified_Acidobacteria_Gp1	unclassified_Acidobacteria_Gp1	Granulicella
216|880	OTU_1174	acteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens
216|9	OTU_1170	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
216|940	OTU_1188	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
220|1009	OTU_1198	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
220|1146	OTU_1204	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|1188	OTU_1200	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
220|184	OTU_1197	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
220|189	OTU_1196	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
220|197	OTU_218	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|230	OTU_217	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|258	OTU_1208	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|265	OTU_216	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|317	OTU_215	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|350	OTU_1194	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|386	OTU_1203	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Panacagrimonas
220|547	OTU_1202	acteria	Acidobacteria	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	Gp4
220|559	OTU_1206	acteria	SR1	unclassified_SR1	unclassified_SR1	unclassified_SR1	SR1_genera_incertae_sedis
220|586	OTU_1192	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
220|602	OTU_1193	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
220|76	OTU_1199	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
220|763	OTU_1205	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
220|86	OTU_1207	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
220|921	OTU_3353	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Oryzihumus
220|93	OTU_1195	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
220|949	OTU_1201	acteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria
220|981	OTU_1191	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
23|1001	OTU_1226	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
23|1019	OTU_1227	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
23|1357	OTU_1225	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
23|1374	OTU_1221	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	unclassified_Intrasporangiaceae
23|1570	OTU_3354	acteria	acteroidetes	acteroidia	acteroidales	Prevotellaceae	unclassified_Prevotellaceae
23|1577	OTU_1220	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
23|1663	OTU_1228	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
23|1851	OTU_1222	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter
23|252	OTU_1224	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
23|268	OTU_219	acteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
233|23	OTU_1209	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified_Rhodospirillales	unclassified_Rhodospirillales
