repseq	OTUS	domain	phylum	class	order	family	genus
1000|1000	OTU_551	acteria	Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia
1000|1001	OTU_3608	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
1000|1016	OTU_554	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
1000|1105	OTU_549	acteria	Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia	unclassified_Verrucomicrobia
1000|1204	OTU_543	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna
1000|1280	OTU_566	acteria	Proteobacteria	etaproteobacteria	urkholderiales	unclassified_urkholderiales	unclassified_urkholderiales
1000|1299	OTU_570	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unclassified_Rhodobacteraceae
1000|1316	OTU_536	acteria	Acidobacteria	Acidobacteria_Gp1	unclassified_Acidobacteria_Gp1	unclassified_Acidobacteria_Gp1	Terriglobus
1000|1346	OTU_553	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified_Flavobacteriaceae
1000|1357	OTU_3305	acteria	Firmicutes	acilli	acillales	Paenibacillaceae 1	Paenibacillus
1000|1384	OTU_560	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niabella
1000|1398	OTU_559	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter
1000|1401	OTU_535	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
1000|1406	OTU_3542	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1420	OTU_539	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola
1000|1431	OTU_547	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
1000|1435	OTU_546	acteria	Verrucomicrobia	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Subdivision3_genera_incertae_sedis
1000|1439	OTU_548	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1449	OTU_567	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1473	OTU_532	acteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Cerasicoccus
1000|1480	OTU_557	acteria	Verrucomicrobia	Spartobacteria	unclassified_Spartobacteria	unclassified_Spartobacteria	Spartobacteria_genera_incertae_sedis
1000|1486	OTU_556	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
1000|1511	OTU_530	acteria	Firmicutes	acilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum
1000|1569	OTU_55	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
1000|1571	OTU_558	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	dellovibrio
1000|1582	OTU_3544	acteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_Caulobacteraceae
1000|1584	OTU_3543	acteria	acteroidetes	acteroidia	acteroidales	Porphyromonadaceae	unclassified_Porphyromonadaceae
1000|1594	OTU_3306	acteria	acteroidetes	acteroidia	acteroidales	unclassified_acteroidales	unclassified_acteroidales
1000|1595	OTU_137	acteria	Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis
1000|1615	OTU_564	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
1000|1618	OTU_565	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	unclassified_Polyangiaceae
1000|1630	OTU_540	acteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium IV
1000|1633	OTU_541	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
1000|1649	OTU_531	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1651	OTU_533	acteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
1000|1676	OTU_529	acteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	revundimonas
1000|1684	OTU_542	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1707	OTU_43	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1737	OTU_561	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1741	OTU_555	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
1000|1755	OTU_534	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
1000|1781	OTU_3304	acteria	Firmicutes	acilli	acillales	Paenibacillaceae 1	Saccharibacillus
1000|1785	OTU_538	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	unclassified_Pseudomonadaceae
1000|1791	OTU_25	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1806	OTU_563	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Defluviimonas
1000|1815	OTU_537	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|1855	OTU_3307	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
1000|360	OTU_545	acteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria
1000|411	OTU_552	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
1000|491	OTU_569	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
1000|492	OTU_568	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Turicella
1000|548	OTU_544	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	lastococcus
1000|788	OTU_562	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Rudanella
1000|883	OTU_550	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
101|1020	OTU_580	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Cellvibrio
101|1032	OTU_571	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified_Moraxellaceae
101|1037	OTU_3308	acteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI	Anaerococcus
101|1111	OTU_3655	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
101|1163	OTU_139	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea
101|1246	OTU_583	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_Sphingomonadaceae
101|1279	OTU_587	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	unclassified_Chloroplast
101|1285	OTU_138	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus
101|1330	OTU_578	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
101|1331	OTU_579	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
101|1336	OTU_577	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unclassified_Microbacteriaceae
101|188	OTU_589	acteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria
101|276	OTU_591	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Cryptomonadaceae
101|301	OTU_140	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
101|325	OTU_592	acteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales
101|427	OTU_586	acteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales
101|465	OTU_590	acteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
101|510	OTU_584	acteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales
101|681	OTU_585	acteria	Firmicutes	acilli	Lactobacillales	Lactobacillaceae	Lactobacillus
101|704	OTU_575	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
101|762	OTU_588	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
101|780	OTU_582	acteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas
101|795	OTU_574	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	acillariophyta
101|805	OTU_573	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
101|806	OTU_572	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella
101|817	OTU_581	acteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys
101|858	OTU_56	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Aquisphaera
101|977	OTU_576	acteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella
102|1061	OTU_601	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
102|1063	OTU_600	acteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales
102|1067	OTU_602	acteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
102|1143	OTU_615	acteria	Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes
102|1213	OTU_612	acteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae
102|1260	OTU_603	acteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	unclassified_Alphaproteobacteria_incertae_sedis	Geminicoccus
102|1284	OTU_596	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
102|1286	OTU_595	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas
102|1440	OTU_3309	acteria	Firmicutes	acilli	acillales	Paenibacillaceae 1	Paenibacillus
102|1442	OTU_597	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unclassified_Microbacteriaceae
102|1444	OTU_598	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified_Micromonosporaceae
102|1446	OTU_599	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
102|1520	OTU_606	acteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
102|1531	OTU_593	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas
102|1532	OTU_594	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
102|1565	OTU_141	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter
102|1566	OTU_614	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
102|1579	OTU_613	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
102|1663	OTU_605	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Nevskia
102|1666	OTU_604	acteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
102|1675	OTU_607	acteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis
102|203	OTU_3609	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
102|243	OTU_608	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	unclassified_Chitinophagaceae
102|316	OTU_3310	acteria	Firmicutes	acilli	Lactobacillales	Streptococcaceae	Streptococcus
102|652	OTU_610	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
102|814	OTU_3583	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
102|865	OTU_611	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
102|879	OTU_609	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1005	OTU_657	acteria	Proteobacteria	etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria
10C2|1023	OTU_651	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
10C2|1074	OTU_660	acteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria
10C2|1095	OTU_677	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1134	OTU_3316	acteria	Firmicutes	acilli	Lactobacillales	Streptococcaceae	Streptococcus
10C2|1183	OTU_143	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
10C2|1203	OTU_649	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata
10C2|1233	OTU_654	acteria	Proteobacteria	etaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified_Rhodocyclaceae
10C2|1251	OTU_658	acteria	Proteobacteria	etaproteobacteria	urkholderiales	Comamonadaceae	unclassified_Comamonadaceae
10C2|1273	OTU_672	acteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria
10C2|1286	OTU_3315	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia
10C2|1302	OTU_655	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
10C2|1326	OTU_646	acteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	revifollis
10C2|1340	OTU_629	acteria	Proteobacteria	etaproteobacteria	Rhodocyclales	Rhodocyclaceae	Zoogloea
10C2|1349	OTU_628	acteria	acteroidetes	acteroidia	acteroidales	Prevotellaceae	Prevotella
10C2|1353	OTU_641	acteria	Firmicutes	acilli	Lactobacillales	Enterococcaceae	Enterococcus
10C2|1369	OTU_665	acteria	Proteobacteria	etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria
10C2|1382	OTU_3635	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1415	OTU_142	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1419	OTU_620	acteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
10C2|1502	OTU_644	acteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
10C2|1504	OTU_147	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
10C2|1515	OTU_648	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
10C2|1558	OTU_678	acteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae
10C2|1564	OTU_622	acteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	unclassified_Desulfobacterales	unclassified_Desulfobacterales
10C2|1586	OTU_669	acteria	Acidobacteria	Acidobacteria_Gp5	unclassified_Acidobacteria_Gp5	unclassified_Acidobacteria_Gp5	Gp5
10C2|1626	OTU_618	acteria	acteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
10C2|1629	OTU_3625	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1670	OTU_659	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
10C2|1687	OTU_3313	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified_Cytophagaceae
10C2|1712	OTU_630	acteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
10C2|1717	OTU_631	acteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
10C2|1730	OTU_3314	acteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
10C2|1735	OTU_3545	acteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
10C2|1751	OTU_639	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
10C2|1763	OTU_150	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
10C2|1792	OTU_661	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
10C2|1797	OTU_662	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1809	OTU_149	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
10C2|1824	OTU_617	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
10C2|1840	OTU_616	acteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Tahibacter
10C2|1900	OTU_621	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|1911	OTU_638	acteria	acteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella
10C2|1915	OTU_640	acteria	Proteobacteria	etaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans
10C2|1945	OTU_676	acteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	unclassified_Halomonadaceae
10C2|1954	OTU_634	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
10C2|1965	OTU_3698	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
10C2|1999	OTU_144	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiaceae	urkholderia
10C2|23	OTU_619	acteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	radyrhizobiaceae	radyrhizobium
10C2|314	OTU_636	acteria	Verrucomicrobia	Spartobacteria	unclassified_Spartobacteria	unclassified_Spartobacteria	Spartobacteria_genera_incertae_sedis
10C2|319	OTU_637	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
10C2|322	OTU_3311	acteria	candidate division Z3	unclassified_candidate division Z3	unclassified_candidate division Z3	unclassified_candidate division Z3	Z3_genera_incertae_sedis
10C2|323	OTU_623	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus
10C2|35	OTU_633	acteria	Proteobacteria	etaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilus
10C2|350	OTU_656	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	dellovibrio
10C2|364	OTU_653	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|381	OTU_668	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified_Rhodospirillales	unclassified_Rhodospirillales
10C2|495	OTU_652	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
10C2|499	OTU_624	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
10C2|525	OTU_667	acteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
10C2|548	OTU_643	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	dellovibrio
10C2|552	OTU_635	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	unclassified_Moraxellaceae
10C2|570	OTU_647	acteria	acteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
10C2|597	OTU_3317	acteria	Firmicutes	acilli	acillales	Paenibacillaceae 1	Paenibacillus
10C2|6	OTU_663	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium
10C2|627	OTU_674	acteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
10C2|634	OTU_675	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
10C2|718	OTU_664	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|723	OTU_148	acteria	Proteobacteria	Deltaproteobacteria	dellovibrionales	dellovibrionaceae	dellovibrio
10C2|750	OTU_650	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiales_incertae_sedis	unclassified_urkholderiales_incertae_sedis
10C2|765	OTU_645	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea
10C2|766	OTU_145	acteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1
10C2|780	OTU_146	acteria	Acidobacteria	Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	Gp6
10C2|784	OTU_642	acteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
10C2|806	OTU_26	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|816	OTU_626	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
10C2|818	OTU_625	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix
10C2|850	OTU_673	acteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkania
10C2|867	OTU_666	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
10C2|898	OTU_671	acteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
10C2|921	OTU_3312	acteria	Firmicutes	acilli	Lactobacillales	Streptococcaceae	Streptococcus
10C2|925	OTU_627	acteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella
10C|296	OTU_682	acteria	Proteobacteria	etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria	unclassified_etaproteobacteria
10C2|965	OTU_3610	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
10C2|973	OTU_670	acteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
10C2|987	OTU_632	acteria	acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes	unclassified_acteroidetes
10C|462	OTU_681	acteria	acteroidetes	Cytophagia	Cytophagales	unclassified_Cytophagales	unclassified_Cytophagales
10C|526	OTU_680	acteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified_Acetobacteraceae
10C|545	OTU_683	acteria	Acidobacteria	Acidobacteria_Gp3	unclassified_Acidobacteria_Gp3	unclassified_Acidobacteria_Gp3	unclassified_Acidobacteria_Gp3
10C|567	OTU_684	acteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea
10C|568	OTU_679	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiaceae	urkholderia
10C|758	OTU_685	acteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
113|108	OTU_691	acteria	Proteobacteria	etaproteobacteria	urkholderiales	urkholderiaceae	Lautropia
113|225	OTU_687	acteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
113|227	OTU_686	acteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
113|311	OTU_690	acteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas
113|380	OTU_6	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
113|384	OTU_688	acteria	Acidobacteria	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	lastocatella
113|402	OTU_689	acteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Chlorophyta
118|144	OTU_707	acteria	Verrucomicrobia	Spartobacteria	unclassified_Spartobacteria	unclassified_Spartobacteria	Spartobacteria_genera_incertae_sedis
118|155	OTU_705	acteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Haliea
118|206	OTU_704	acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria	unclassified_acteria
118|451	OTU_698	acteria	Proteobacteria	etaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans
