repseq	OTUS	domain	phylum	class	order	family	genus
169|158	OTU_1202	Bacteria	Acidobacteria	Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	Gp6
169|162	OTU_1200	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
169|183	OTU_1194	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
169|190	OTU_1188	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
169|193	OTU_1187	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
169|194	OTU_1189	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|195	OTU_1190	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
169|205	OTU_208	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|210	OTU_1178	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
169|211	OTU_1177	Bacteria	Firmicutes	Bacilli	Bacillales	unclassified_Bacillales	unclassified_Bacillales
169|215	OTU_1179	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
169|216	OTU_1181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified_Bradyrhizobiaceae
169|217	OTU_1180	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
16|922	OTU_1229	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
169|227	OTU_1183	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
169|237	OTU_1209	Bacteria	Proteobacteria	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
169|245	OTU_1195	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
169|250	OTU_1199	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|263	OTU_207	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
169|271	OTU_1207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pseudobacteroides
169|273	OTU_1173	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
169|29	OTU_1201	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|30	OTU_1204	Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes
169|32	OTU_1203	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
169|39	OTU_1205	Bacteria	Acidobacteria	Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	Gp6
169|46	OTU_1210	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|56	OTU_1211	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
169|62	OTU_1182	Bacteria	Proteobacteria	Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria	unclassified_Deltaproteobacteria
169|75	OTU_1192	Archaea	Thaumarchaeota	unclassified_Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera
169|76	OTU_1191	Bacteria	Acidobacteria	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	Aridibacter
169|90	OTU_1196	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
169|95	OTU_1197	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
173|1043	OTU_1280	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
173|1111	OTU_1268	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Cellvibrio
173|1131	OTU_1262	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces
173|1137	OTU_1260	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae
173|1233	OTU_1266	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae
173|1282	OTU_1278	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
173|1288	OTU_1277	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
173|130	OTU_1253	Bacteria	Verrucomicrobia	Spartobacteria	unclassified_Spartobacteria	unclassified_Spartobacteria	Terrimicrobium
173|1326	OTU_1256	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
173|1333	OTU_1251	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter
173|1341	OTU_1267	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
173|1371	OTU_213	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
173|1426	OTU_1252	Bacteria	Acidobacteria	Acidobacteria_Gp10	unclassified_Acidobacteria_Gp10	unclassified_Acidobacteria_Gp10	Gp10
173|1437	OTU_1257	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Gordonia
173|1447	OTU_1276	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
173|1518	OTU_1279	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
173|1592	OTU_1269	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Segetibacter
173|1635	OTU_1264	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
173|1647	OTU_211	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas
173|1697	OTU_5073	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
173|216	OTU_1271	Bacteria	Verrucomicrobia	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Limisphaera
173|242	OTU_216	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
173|281	OTU_1247	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
173|317	OTU_1281	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
173|377	OTU_5680	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
173|378	OTU_1272	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera
173|39	OTU_1263	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
173|449	OTU_1248	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia
173|504	OTU_1270	Bacteria	Verrucomicrobia	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Subdivision3_genera_incertae_sedis
173|515	OTU_1274	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola
173|591	OTU_212	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
173|596	OTU_1246	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
173|600	OTU_1255	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
173|612	OTU_1250	Bacteria	Acidobacteria	Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	unclassified_Acidobacteria_Gp6	Gp6
173|616	OTU_1249	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
173|634	OTU_5668	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
173|686	OTU_1275	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces
173|708	OTU_1261	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
173|733	OTU_5452	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
173|754	OTU_215	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
173|868	OTU_1282	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales
173|899	OTU_1258	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
173|950	OTU_1254	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae 1	Bacillus
173|961	OTU_1259	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
173|971	OTU_1265	Bacteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
173|991	OTU_214	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	unclassified_Alphaproteobacteria_incertae_sedis	Rhizomicrobium
173|999	OTU_1273	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
182|1	OTU_1298	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus
182|100	OTU_220	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	unclassified_Chlamydiales	unclassified_Chlamydiales
182|102	OTU_5075	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
182|111	OTU_1308	Bacteria	Acidobacteria	Acidobacteria_Gp16	unclassified_Acidobacteria_Gp16	unclassified_Acidobacteria_Gp16	Gp16
182|112	OTU_1307	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
182|124	OTU_222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified_Rhizobiales	unclassified_Rhizobiales
182|129	OTU_1310	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
182|130	OTU_223	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
182|134	OTU_1312	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
182|138	OTU_1286	Bacteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
182|142	OTU_218	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
182|145	OTU_1291	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|148	OTU_1290	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
182|151	OTU_1294	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
182|156	OTU_1293	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
182|166	OTU_5074	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	Family II	GpIIa
182|172	OTU_1306	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|182	OTU_1304	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|184	OTU_1305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
182|192	OTU_1284	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium XlVa
182|195	OTU_1283	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
182|199	OTU_221	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|2	OTU_1297	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria
182|20	OTU_219	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
182|215	OTU_1301	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|218	OTU_1295	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae
182|23	OTU_1292	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
182|30	OTU_1287	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|34	OTU_1288	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineococcus
182|35	OTU_217	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
182|37	OTU_1289	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
182|38	OTU_1285	Bacteria	Acidobacteria	Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4	unclassified_Acidobacteria_Gp4
182|40	OTU_1302	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula
182|41	OTU_1303	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria
182|56	OTU_1299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales
182|59	OTU_1300	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
182|7	OTU_1296	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unclassified_Planococcaceae
182|71	OTU_1309	Archaea	Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	unclassified_Pacearchaeota	Pacearchaeota Incertae Sedis AR13
182|99	OTU_1311	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas
191|1020	OTU_1336	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|1076	OTU_16	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Streptophyta
191|12	OTU_1342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	unclassified_Phyllobacteriaceae
191|123	OTU_1347	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
191|131	OTU_5453	Bacteria	Omnitrophica	unclassified_Omnitrophica	unclassified_Omnitrophica	unclassified_Omnitrophica	Omnitrophica_genera_incertae_sedis
191|137	OTU_1316	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
191|23	OTU_1332	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
191|242	OTU_1341	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flectobacillus
191|246	OTU_1340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia
191|28	OTU_1333	Bacteria	Proteobacteria	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
191|31	OTU_1349	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
191|337	OTU_70	Bacteria	Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis
191|375	OTU_1324	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas
191|377	OTU_1323	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Simplicispira
191|448	OTU_1345	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|478	OTU_1346	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
191|5	OTU_5585	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|509	OTU_1325	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
191|544	OTU_5454	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|550	OTU_1313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	unclassified_Beijerinckiaceae
191|558	OTU_1314	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria
191|62	OTU_1339	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|636	OTU_1337	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
191|640	OTU_1315	Bacteria	Chloroflexi	Thermomicrobia	unclassified_Thermomicrobia	unclassified_Thermomicrobia	unclassified_Thermomicrobia
191|644	OTU_1317	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
191|651	OTU_71	Bacteria	Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	unclassified_Candidatus Saccharibacteria	Saccharibacteria_genera_incertae_sedis
191|672	OTU_1330	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
191|673	OTU_1331	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
191|675	OTU_1329	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter
191|684	OTU_5607	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root	unclassified_Root
191|69	OTU_224	Bacteria	Actinobacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria
191|691	OTU_1322	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Belnapia
191|770	OTU_1328	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
191|814	OTU_1321	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	Family VIII	GpVIII
191|866	OTU_5076	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium
191|891	OTU_1343	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea
191|899	OTU_1344	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio
191|90	OTU_1318	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides
191|908	OTU_5077	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales
191|923	OTU_1338	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter
191|93	OTU_1	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
191|931	OTU_1334	Bacteria	Proteobacteria	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria
191|935	OTU_1326	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
191|937	OTU_1327	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	unclassified_Chloroplast	Chloroplast	Bacillariophyta
191|943	OTU_1348	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
191|956	OTU_1320	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	unclassified_Cryomorphaceae
191|99	OTU_1319	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified_Rhizobiales	unclassified_Rhizobiales
191|993	OTU_1335	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus
194|124	OTU_1350	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified_Actinomycetales	unclassified_Actinomycetales
194|129	OTU_5078	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
194|139	OTU_1353	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
194|150	OTU_1351	Bacteria	Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	unclassified_Parcubacteria	Parcubacteria_genera_incertae_sedis
194|151	OTU_1352	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Vampirovibrio
194|179	OTU_1354	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia
199|1009	OTU_5084	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified_Myxococcales	unclassified_Myxococcales
199|1038	OTU_1381	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	unclassified_Methylococcaceae
199|1065	OTU_1387	Bacteria	Cyanobacteria/Chloroplast	Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria
199|1073	OTU_1391	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	unclassified_Burkholderiales_incertae_sedis
199|1081	OTU_5082	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
199|1118	OTU_226	Bacteria	Verrucomicrobia	Subdivision3	unclassified_Subdivision3	unclassified_Subdivision3	Subdivision3_genera_incertae_sedis
199|1154	OTU_5085	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1158	OTU_1411	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
199|1181	OTU_5080	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
199|1191	OTU_1384	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna
199|1216	OTU_1405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea
199|1223	OTU_1398	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1249	OTU_1374	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
199|1308	OTU_5455	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1309	OTU_1397	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta
199|1341	OTU_5083	Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria
199|1360	OTU_1360	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides
199|1361	OTU_1361	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
199|1374	OTU_1410	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae
199|1383	OTU_1365	Bacteria	Acidobacteria	Acidobacteria_Gp2	unclassified_Acidobacteria_Gp2	unclassified_Acidobacteria_Gp2	Gp2
199|1389	OTU_1377	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	unclassified_Oceanospirillales	unclassified_Oceanospirillales
199|1443	OTU_5079	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1445	OTU_1382	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Taibaiella
199|1467	OTU_5081	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified_Porphyromonadaceae
199|1480	OTU_1404	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1490	OTU_1359	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales
199|1491	OTU_225	Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria
199|1495	OTU_1358	Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes
